Time - Voltage,Pen tracing
13.265,-0.243931
13.266,-0.194335
13.267,-0.262288
13.268,-0.247152
13.269,-0.220422
13.27,-0.169215
13.271,-0.177911
13.272,-0.199166
13.273,-0.227185
13.274,-0.178233
13.275,-0.195946
13.276,-0.17469
13.277,-0.0587513
13.278,-0.135722
13.279,-0.0490897
13.28,-0.0870919
13.281,-0.0513441
13.282,-0.0957873
13.283,-0.0613277
13.284,-0.0471574
13.285,-0.0197829
13.286,0.0323896
13.287,-0.0191388
13.288,0.0452717
13.289,0.0420512
13.29,0.0729682
13.291,0.127073
13.292,0.164753
13.293,0.163143
13.294,0.254928
13.295,0.238825
13.296,0.378918
13.297,0.282624
13.298,0.333187
13.299,0.315474
13.3,0.398885
13.301,0.361849
13.302,0.419175
13.303,0.459431
13.304,0.472635
13.305,0.562166
13.306,0.529317
13.307,0.538012
13.308,0.511282
13.309,0.551538
13.31,0.505485
13.311,0.569251
13.312,0.546708
13.313,0.602745
13.314,0.517401
13.315,0.522232
13.316,0.457821
13.317,0.512248
13.318,0.430124
13.319,0.467805
13.32,0.456533
13.321,0.42626
13.322,0.522232
13.323,0.403716
13.324,0.460075
13.325,0.344781
13.326,0.39341
13.327,0.352188
13.328,0.360239
13.329,0.336085
13.33,0.260725
13.331,0.233028
13.332,0.206298
13.333,0.117411
13.334,0.16733
13.335,0.0768328
13.336,0.0826298
13.337,0.0726461
13.338,0.00887975
13.339,0.0455937
13.34,-0.0426487
13.341,-0.0284783
13.342,-0.0800067
13.343,-0.0861257
13.344,-0.130247
13.345,-0.0980417
13.346,-0.162452
13.347,-0.156011
13.348,-0.142485
13.349,-0.13701
13.35,-0.138298
13.351,-0.204319
13.352,-0.213014
13.353,-0.212692
13.354,-0.192403
13.355,-0.215269
13.356,-0.136366
13.357,-0.202387
13.358,-0.170503
13.359,-0.225252
13.36,-0.145061
13.361,-0.151824
13.362,-0.093533
13.363,-0.113178
13.364,-0.125416
13.365,-0.0822611
13.366,-0.0806509
13.367,-0.0774303
13.368,-0.0709893
13.369,-0.0349194
13.37,0.0214398
13.371,0.0375424
13.372,0.0385086
13.373,0.132548
13.374,0.148651
13.375,0.206942
13.376,0.145752
13.377,0.226587
13.378,0.203077
13.379,0.315152
13.38,0.335441
13.381,0.317084
13.382,0.379884
13.383,0.387292
13.384,0.399852
13.385,0.459431
13.386,0.438176
13.387,0.504197
13.388,0.517401
13.389,0.491637
13.39,0.519655
13.391,0.532859
13.392,0.567641
13.393,0.511604
13.394,0.57698
13.395,0.556369
13.396,0.516435
13.397,0.541877
13.398,0.473924
13.399,0.542843
13.4,0.455567
13.401,0.512248
13.402,0.461042
13.403,0.435921
13.404,0.417886
13.405,0.414666
13.406,0.391156
13.407,0.311287
13.408,0.375054
13.409,0.360883
13.41,0.301948
13.411,0.359917
13.412,0.325779
13.413,0.320627
13.414,0.263623
13.415,0.149295
13.416,0.219824
13.417,0.0980883
13.418,0.0935796
13.419,0.0272367
13.42,0.090037
13.421,0.0201516
13.422,0.0217618
13.423,-0.0259019
13.424,-0.00722288
13.425,-0.0355635
13.426,-0.0890242
13.427,-0.165351
13.428,-0.166317
13.429,-0.188216
13.43,-0.20754
13.431,-0.200132
13.432,-0.243287
13.433,-0.168893
13.434,-0.214625
13.435,-0.219778
13.436,-0.292561
13.437,-0.243931
13.438,-0.243609
13.439,-0.221388
13.44,-0.258424
13.441,-0.132823
13.442,-0.14635
13.443,-0.167927
13.444,-0.120585
13.445,-0.153435
13.446,-0.114466
13.447,-0.117043
13.448,-0.0722775
13.449,-0.0606836
13.45,0.00276075
13.451,-0.0259019
13.452,-0.0281563
13.453,0.0121003
13.454,0.0233721
13.455,0.0526789
13.456,0.112903
13.457,0.141565
13.458,0.190517
13.459,0.197603
13.46,0.20662
13.461,0.195992
13.462,0.251385
13.463,0.25686
13.464,0.316118
13.465,0.40114
13.466,0.382461
13.467,0.482297
13.468,0.443007
13.469,0.491959
13.47,0.46555
13.471,0.4984
13.472,0.487128
13.473,0.547674
13.474,0.508705
13.475,0.508061
13.476,0.566031
13.477,0.553149
13.478,0.565709
13.479,0.489382
13.48,0.494213
13.481,0.503552
13.482,0.539622
13.483,0.51096
13.484,0.560556
13.485,0.508705
13.486,0.514824
13.487,0.395021
13.488,0.433667
13.489,0.344136
13.49,0.380206
13.491,0.381495
13.492,0.330288
13.493,0.394377
13.494,0.334153
13.495,0.33834
13.496,0.275217
13.497,0.184076
13.498,0.141243
13.499,0.146074
13.5,0.0926134
13.501,0.102597
13.502,0.0864944
13.503,0.0636287
13.504,0.000828435
13.505,-0.0149521
13.506,-0.0555308
13.507,-0.0658364
13.508,-0.0822611
13.509,-0.11028
13.51,-0.106093
13.511,-0.193369
13.512,-0.191759
13.513,-0.254237
13.514,-0.191759
13.515,-0.263255
13.516,-0.223964
13.517,-0.24844
13.518,-0.252305
13.519,-0.249406
13.52,-0.225252
13.521,-0.240389
13.522,-0.23427
13.523,-0.196268
13.524,-0.183708
13.525,-0.18403
13.526,-0.183708
13.527,-0.101584
13.528,-0.190471
13.529,-0.118653
13.53,-0.0944991
13.531,-0.0861257
13.532,-0.128959
13.533,-0.0600395
13.534,-0.0809729
13.535,-0.0036803
13.536,-0.0210711
13.537,-0.0152742
13.538,0.00952385
13.539,0.0571876
13.54,0.0884267
13.541,0.0922914
13.542,0.177313
13.543,0.101953
13.544,0.226265
13.545,0.225299
13.546,0.263301
13.547,0.288099
13.548,0.403072
13.549,0.384393
13.55,0.423039
13.551,0.428514
13.552,0.496467
13.553,0.51418
13.554,0.510316
13.555,0.477144
13.556,0.570861
13.557,0.531249
13.558,0.573438
13.559,0.566997
13.56,0.546385
13.561,0.611762
13.562,0.538656
13.563,0.564742
13.564,0.514824
13.565,0.565387
13.566,0.552504
13.567,0.513858
13.568,0.507739
13.569,0.506451
13.57,0.505807
13.571,0.391478
13.572,0.387614
13.573,0.358951
13.574,0.323525
13.575,0.359917
13.576,0.324169
13.577,0.273929
13.578,0.359273
13.579,0.266844
13.58,0.258793
13.581,0.155092
13.582,0.189551
13.583,0.119022
13.584,0.137379
13.585,0.110004
13.586,0.0835959
13.587,0.0691036
13.588,-0.0249358
13.589,-0.0664805
13.59,-0.0394281
13.591,-0.0951432
13.592,-0.130891
13.593,-0.129603
13.594,-0.206895
13.595,-0.16213
13.596,-0.242321
13.597,-0.212692
13.598,-0.254237
13.599,-0.247796
13.6,-0.263577
13.601,-0.208828
13.602,-0.241033
13.603,-0.184996
13.604,-0.217523
13.605,-0.182097
13.606,-0.233626
13.607,-0.202387
13.608,-0.18886
13.609,-0.184352
13.61,-0.155045
13.611,-0.142807
13.612,-0.0796847
13.613,-0.0758201
13.614,-0.0420045
13.615,-0.104483
13.616,-0.0925668
13.617,-0.117043
13.618,-0.108669
13.619,-0.0668026
13.62,-0.0358856
13.621,0.0117782
13.622,0.0311014
13.623,0.028525
13.624,0.112259
13.625,0.10614
13.626,0.125141
13.627,0.20662
13.628,0.217892
13.629,0.335763
13.63,0.335763
13.631,0.376342
13.632,0.369257
13.633,0.408547
13.634,0.435921
13.635,0.503552
13.636,0.475856
13.637,0.543165
13.638,0.540589
13.639,0.555725
13.64,0.509671
13.641,0.558301
13.642,0.534147
13.643,0.532537
13.644,0.543165
13.645,0.538656
13.646,0.55959
13.647,0.506451
13.648,0.560234
13.649,0.467483
13.65,0.547352
13.651,0.442685
13.652,0.538012
13.653,0.4546
13.654,0.421429
13.655,0.495823
13.656,0.36346
13.657,0.385037
13.658,0.370867
13.659,0.342848
13.66,0.313864
13.661,0.289065
13.662,0.263623
13.663,0.276827
13.664,0.213383
13.665,0.262979
13.666,0.14382
13.667,0.19728
13.668,0.065883
13.669,0.0765108
13.67,0.0558994
13.671,-0.00818904
13.672,-0.00529056
13.673,-0.0581072
13.674,-0.087414
13.675,-0.108347
13.676,-0.13701
13.677,-0.175334
13.678,-0.198844
13.679,-0.231693
13.68,-0.226863
13.681,-0.287731
13.682,-0.240711
13.683,-0.238135
13.684,-0.213981
13.685,-0.258424
13.686,-0.263899
13.687,-0.240067
13.688,-0.267763
13.689,-0.24683
13.69,-0.218167
13.691,-0.185318
13.692,-0.178555
13.693,-0.124772
13.694,-0.135722
13.695,-0.122518
13.696,-0.151502
13.697,-0.0887022
13.698,-0.156977
13.699,-0.0922447
13.7,-0.104805
13.701,-0.0635821
13.702,-0.0584292
13.703,-0.0194609
13.704,0.00501512
13.705,0.0301352
13.706,0.107428
13.707,0.117411
13.708,0.0926134
13.709,0.106784
13.71,0.130938
13.711,0.191484
13.712,0.262335
13.713,0.261691
13.714,0.372799
13.715,0.33061
13.716,0.42787
13.717,0.395021
13.718,0.452668
13.719,0.427548
13.72,0.471991
13.721,0.479076
13.722,0.502586
13.723,0.570217
13.724,0.475856
13.725,0.467805
13.726,0.488738
13.727,0.526096
13.728,0.520621
13.729,0.508061
13.73,0.550894
13.731,0.528028
13.732,0.496467
13.733,0.490348
13.734,0.444295
13.735,0.443973
13.736,0.393088
13.737,0.434311
13.738,0.452668
13.739,0.394699
13.74,0.412412
13.741,0.34317
13.742,0.432379
13.743,0.31805
13.744,0.372477
13.745,0.297117
13.746,0.337695
13.747,0.278438
13.748,0.24108
13.749,0.230452
13.75,0.138989
13.751,0.0578317
13.752,0.0240162
13.753,0.0153208
13.754,-0.0175286
13.755,-0.00690083
13.756,-0.0861257
13.757,-0.0233255
13.758,-0.120585
13.759,-0.107059
13.76,-0.236202
13.761,-0.208184
13.762,-0.281612
13.763,-0.238135
13.764,-0.311885
13.765,-0.212692
13.766,-0.234592
13.767,-0.208506
13.768,-0.286764
13.769,-0.279035
13.77,-0.272272
13.771,-0.2829
13.772,-0.218489
13.773,-0.21237
13.774,-0.167927
13.775,-0.192403
13.776,-0.115433
13.777,-0.234592
13.778,-0.183708
13.779,-0.216879
13.78,-0.143129
13.781,-0.177267
13.782,-0.125416
13.783,-0.152147
13.784,-0.101906
13.785,-0.0748539
13.786,-0.0645482
13.787,-0.0587513
13.788,-0.0416825
13.789,0.0343219
13.79,-0.00786698
13.791,0.096156
13.792,0.0581538
13.793,0.160566
13.794,0.147362
13.795,0.198891
13.796,0.190839
13.797,0.262657
13.798,0.303236
13.799,0.315796
13.8,0.346713
13.801,0.412734
13.802,0.420463
13.803,0.420141
13.804,0.447193
13.805,0.45299
13.806,0.492281
13.807,0.475856
13.808,0.533503
13.809,0.509994
13.81,0.539944
13.811,0.510316
13.812,0.570861
13.813,0.51096
13.814,0.529317
13.815,0.497111
13.816,0.433345
13.817,0.469737
13.818,0.376986
13.819,0.442685
13.82,0.323847
13.821,0.447515
13.822,0.40436
13.823,0.38085
13.824,0.397275
13.825,0.322881
13.826,0.394055
13.827,0.332543
13.828,0.312253
13.829,0.299371
13.83,0.265878
13.831,0.240436
13.832,0.156702
13.833,0.090359
13.834,0.141887
13.835,0.0356101
13.836,0.0336778
13.837,-0.0658364
13.838,-0.0304107
13.839,-0.116077
13.84,-0.114466
13.841,-0.140875
13.842,-0.172436
13.843,-0.159876
13.844,-0.253593
13.845,-0.280001
13.846,-0.307698
13.847,-0.304155
13.848,-0.294494
13.849,-0.278391
13.85,-0.30802
13.851,-0.232016
13.852,-0.337649
13.853,-0.283544
13.854,-0.322512
13.855,-0.291917
13.856,-0.249406
13.857,-0.239101
13.858,-0.202387
13.859,-0.194335
13.86,-0.200454
13.861,-0.177911
13.862,-0.213014
13.863,-0.214303
13.864,-0.133145
13.865,-0.181453
13.866,-0.1135
13.867,-0.134112
13.868,-0.051022
13.869,-0.101262
13.87,-0.056819
13.871,-0.0564969
13.872,0.0191854
13.873,0.0378645
13.874,0.0755446
13.875,0.0649169
13.876,0.138023
13.877,0.193416
13.878,0.222079
13.879,0.219502
13.88,0.218858
13.881,0.225299
13.882,0.289065
13.883,0.348645
13.884,0.331576
13.885,0.434311
13.886,0.40114
13.887,0.480687
13.888,0.400818
13.889,0.507739
13.89,0.481009
13.891,0.540911
13.892,0.508061
13.893,0.544131
13.894,0.574404
13.895,0.543809
13.896,0.506451
13.897,0.477466
13.898,0.509671
13.899,0.442685
13.9,0.458143
13.901,0.413378
13.902,0.437532
13.903,0.429158
13.904,0.455567
13.905,0.370545
13.906,0.433023
13.907,0.371189
13.908,0.351544
13.909,0.34156
13.91,0.293896
13.911,0.344459
13.912,0.268776
13.913,0.290998
13.914,0.159922
13.915,0.184398
13.916,0.14704
13.917,0.121276
13.918,0.0913252
13.919,0.103563
13.92,0.0455937
13.921,0.0352881
13.922,-0.0391061
13.923,-0.0461912
13.924,-0.139909
13.925,-0.159554
13.926,-0.158588
13.927,-0.194335
13.928,-0.181775
13.929,-0.241355
13.93,-0.250373
13.931,-0.244576
13.932,-0.265509
13.933,-0.239745
13.934,-0.254881
13.935,-0.295782
13.936,-0.244254
13.937,-0.256169
13.938,-0.246508
13.939,-0.276137
13.94,-0.219133
13.941,-0.22171
13.942,-0.231371
13.943,-0.146672
13.944,-0.180165
13.945,-0.137976
13.946,-0.145383
13.947,-0.112534
13.948,-0.156655
13.949,-0.0893463
13.95,-0.117687
13.951,-0.057141
13.952,-0.101906
13.953,-0.038784
13.954,-0.0697011
13.955,0.00437101
13.956,-0.0172065
13.957,0.059442
13.958,0.0784431
13.959,0.122886
13.96,0.176347
13.961,0.183754
13.962,0.262013
13.963,0.226909
13.964,0.265234
13.965,0.26942
13.966,0.363138
13.967,0.315152
13.968,0.384393
13.969,0.402428
13.97,0.445583
13.971,0.454923
13.972,0.442685
13.973,0.421429
13.974,0.491637
13.975,0.497111
13.976,0.519333
13.977,0.519011
13.978,0.525774
13.979,0.561522
13.98,0.496789
13.981,0.50001
13.982,0.406937
13.983,0.503875
13.984,0.414022
13.985,0.420463
13.986,0.458465
13.987,0.383427
13.988,0.452668
13.989,0.369257
13.99,0.361849
13.991,0.320949
13.992,0.340272
13.993,0.351222
13.994,0.357341
13.995,0.285845
13.996,0.294862
13.997,0.20662
13.998,0.212417
13.999,0.105818
14,0.166363
14.001,0.096478
14.002,0.11097
14.003,0.0710359
14.004,0.0024387
14.005,0.00598127
14.006,-0.11028
14.007,-0.109314
14.008,-0.179843
14.009,-0.18886
14.01,-0.238135
14.011,-0.210438
14.012,-0.266475
14.013,-0.197878
14.014,-0.279357
14.015,-0.242965
14.016,-0.305443
14.017,-0.269052
14.018,-0.325411
14.019,-0.252949
14.02,-0.239745
14.021,-0.236846
14.022,-0.233626
14.023,-0.219778
14.024,-0.249728
14.025,-0.245864
14.026,-0.205285
14.027,-0.231693
14.028,-0.113178
14.029,-0.211082
14.03,-0.158588
14.031,-0.136366
14.032,-0.12606
14.033,-0.141841
14.034,-0.0941771
14.035,-0.110924
14.036,-0.0880581
14.037,-0.0471574
14.038,0.00759154
14.039,0.0368983
14.04,0.0504245
14.041,0.034966
14.042,0.0968001
14.043,0.127717
14.044,0.16894
14.045,0.211451
14.046,0.211451
14.047,0.300981
14.048,0.269742
14.049,0.326102
14.05,0.306778
14.051,0.402428
14.052,0.397275
14.053,0.459431
14.054,0.463296
14.055,0.471025
14.056,0.490992
14.057,0.485195
14.058,0.452024
14.059,0.457499
14.06,0.486484
14.061,0.439786
14.062,0.499688
14.063,0.460397
14.064,0.477466
14.065,0.456211
14.066,0.418531
14.067,0.36829
14.068,0.433345
14.069,0.348967
14.07,0.383105
14.071,0.381173
14.072,0.366358
14.073,0.379884
14.074,0.294862
14.075,0.346713
14.076,0.303558
14.077,0.354764
14.078,0.251707
14.079,0.248487
14.08,0.19728
14.081,0.196636
14.082,0.114191
14.083,0.13287
14.084,0.0610523
14.085,0.0910031
14.086,-0.00754493
14.087,0.00630333
14.088,-0.0787185
14.089,-0.116721
14.09,-0.104161
14.091,-0.127671
14.092,-0.132823
14.093,-0.178555
14.094,-0.194979
14.095,-0.212048
14.096,-0.203031
14.097,-0.254881
14.098,-0.213659
14.099,-0.267763
14.1,-0.243609
14.101,-0.326377
14.102,-0.299969
14.103,-0.309308
14.104,-0.236524
14.105,-0.221066
14.106,-0.261966
14.107,-0.194013
14.108,-0.225252
14.109,-0.214625
14.11,-0.178555
14.111,-0.144739
14.112,-0.156011
14.113,-0.105449
14.114,-0.140875
14.115,-0.0990078
14.116,-0.0980417
14.117,-0.114144
14.118,-0.104483
14.119,-0.0957873
14.12,-0.06326
14.121,0.00630333
14.122,0.0542892
14.123,-0.00625672
14.124,0.105173
14.125,0.0742564
14.126,0.14543
14.127,0.111615
14.128,0.217892
14.129,0.190839
14.13,0.276183
14.131,0.287777
14.132,0.334153
14.133,0.359273
14.134,0.367968
14.135,0.407903
14.136,0.433345
14.137,0.405648
14.138,0.422717
14.139,0.492603
14.14,0.473924
14.141,0.523198
14.142,0.473602
14.143,0.546063
14.144,0.461364
14.145,0.524808
14.146,0.42948
14.147,0.480365
14.148,0.470703
14.149,0.432701
14.15,0.463296
14.151,0.396309
14.152,0.409513
14.153,0.309677
14.154,0.31805
14.155,0.299693
14.156,0.33995
14.157,0.332543
14.158,0.308067
14.159,0.295507
14.16,0.321593
14.161,0.281014
14.162,0.291964
14.163,0.1815
14.164,0.181178
14.165,0.176991
14.166,0.129971
14.167,0.166363
14.168,0.0604082
14.169,0.0681374
14.17,-0.0213932
14.171,-0.0213932
14.172,-0.075498
14.173,-0.0709893
14.174,-0.106415
14.175,-0.124128
14.176,-0.156977
14.177,-0.182741
14.178,-0.249084
14.179,-0.18564
14.18,-0.231049
14.181,-0.266797
14.182,-0.211726
14.183,-0.252305
14.184,-0.225574
14.185,-0.274526
14.186,-0.200454
14.187,-0.272272
14.188,-0.215913
14.189,-0.29546
14.19,-0.258424
14.191,-0.30802
14.192,-0.194013
14.193,-0.172436
14.194,-0.134434
14.195,-0.175012
14.196,-0.168571
14.197,-0.160842
14.198,-0.161164
14.199,-0.0912786
14.2,-0.0613277
14.201,-0.0291224
14.202,-0.0613277
14.203,0.00469306
14.204,-0.0181727
14.205,0.0291691
14.206,-0.00851109
14.207,0.0530009
14.208,0.083918
14.209,0.168296
14.21,0.183432
14.211,0.210163
14.212,0.188907
14.213,0.243334
14.214,0.282302
14.215,0.332221
14.216,0.345103
14.217,0.341238
14.218,0.448481
14.219,0.421751
14.22,0.452346
14.221,0.420463
14.222,0.501942
14.223,0.468449
14.224,0.490348
14.225,0.529961
14.226,0.491959
14.227,0.5393
14.228,0.51257
14.229,0.517401
14.23,0.42787
14.231,0.46394
14.232,0.488416
14.233,0.439142
14.234,0.408869
14.235,0.443007
14.236,0.34317
14.237,0.394055
14.238,0.290998
14.239,0.353476
14.24,0.29132
14.241,0.314508
14.242,0.337373
14.243,0.274251
14.244,0.296473
14.245,0.208552
14.246,0.184076
14.247,0.148651
14.248,0.110004
14.249,0.101631
14.25,0.10775
14.251,0.0510686
14.252,0.0710359
14.253,-0.0220373
14.254,0.00276075
14.255,-0.106093
14.256,-0.0545646
14.257,-0.114144
14.258,-0.0944991
14.259,-0.13379
14.26,-0.194335
14.261,-0.144417
14.262,-0.210438
14.263,-0.227507
14.264,-0.240711
14.265,-0.232016
14.266,-0.269696
14.267,-0.243931
14.268,-0.269052
14.269,-0.238457
14.27,-0.238135
14.271,-0.230727
14.272,-0.275815
14.273,-0.223642
14.274,-0.205607
14.275,-0.231371
14.276,-0.193047
14.277,-0.17469
14.278,-0.130247
14.279,-0.194335
14.28,-0.141197
14.281,-0.18403
14.282,-0.109314
14.283,-0.135722
14.284,-0.0687349
14.285,-0.087736
14.286,-0.0516661
14.287,-0.0213932
14.288,0.0149987
14.289,0.0024387
14.29,0.0616964
14.291,0.0910031
14.292,0.175059
14.293,0.184398
14.294,0.167652
14.295,0.278116
14.296,0.254928
14.297,0.259115
14.298,0.305168
14.299,0.358951
14.3,0.347035
14.301,0.4137
14.302,0.386325
14.303,0.468449
14.304,0.433989
14.305,0.497756
14.306,0.444617
14.307,0.508705
14.308,0.493247
14.309,0.539944
14.31,0.508705
14.311,0.515468
14.312,0.534792
14.313,0.462974
14.314,0.496145
14.315,0.388258
14.316,0.480043
14.317,0.368612
14.318,0.474568
14.319,0.41209
14.32,0.376664
14.321,0.425938
14.322,0.346713
14.323,0.343492
14.324,0.288421
14.325,0.289065
14.326,0.296151
14.327,0.271675
14.328,0.248809
14.329,0.22852
14.33,0.147684
14.331,0.167652
14.332,0.0626625
14.333,0.0942237
14.334,0.0143546
14.335,0.0352881
14.336,0.000506382
14.337,-0.00561262
14.338,-0.0494118
14.339,-0.0809729
14.34,-0.158266
14.341,-0.166639
14.342,-0.203353
14.343,-0.194979
14.344,-0.217845
14.345,-0.237168
14.346,-0.164385
14.347,-0.229761
14.348,-0.18886
14.349,-0.276137
14.35,-0.218811
14.351,-0.307376
14.352,-0.299002
14.353,-0.271628
14.354,-0.23427
14.355,-0.231693
14.356,-0.255203
14.357,-0.226541
14.358,-0.193047
14.359,-0.191437
14.36,-0.189827
14.361,-0.0941771
14.362,-0.137332
14.363,-0.0539205
14.364,-0.107059
14.365,-0.075176
14.366,-0.10094
14.367,-0.0677688
14.368,-0.0977196
14.369,-0.0848375
14.37,-0.0471574
14.371,0.0491363
14.372,0.0703918
14.373,0.0829518
14.374,0.0736123
14.375,0.150261
14.376,0.166041
14.377,0.160566
14.378,0.223367
14.379,0.235927
14.38,0.344459
14.381,0.352832
14.382,0.403394
14.383,0.332865
14.384,0.405648
14.385,0.419175
14.386,0.467483
14.387,0.475212
14.388,0.50323
14.389,0.571506
14.39,0.533825
14.391,0.538334
14.392,0.592761
14.393,0.557657
14.394,0.543487
14.395,0.518689
14.396,0.505163
14.397,0.496145
14.398,0.484873
14.399,0.523198
14.4,0.450414
14.401,0.529317
14.402,0.424005
14.403,0.45138
14.404,0.422717
14.405,0.362493
14.406,0.395343
14.407,0.332543
14.408,0.329644
14.409,0.243978
14.41,0.296151
14.411,0.20823
14.412,0.24269
14.413,0.199213
14.414,0.180534
14.415,0.126429
14.416,0.151549
14.417,0.0259485
14.418,0.0932575
14.419,-0.00142593
14.42,-0.00207004
14.421,-0.0217152
14.422,-0.105449
14.423,-0.0622939
14.424,-0.152791
14.425,-0.128959
14.426,-0.209794
14.427,-0.217201
14.428,-0.230405
14.429,-0.180809
14.43,-0.232338
14.431,-0.204963
14.432,-0.241355
14.433,-0.213336
14.434,-0.291273
14.435,-0.27195
14.436,-0.300291
14.437,-0.224286
14.438,-0.21237
14.439,-0.24844
14.44,-0.153113
14.441,-0.172436
14.442,-0.138942
14.443,-0.140875
14.444,-0.105127
14.445,-0.130891
14.446,-0.0954653
14.447,-0.0951432
14.448,-0.115755
14.449,-0.0919227
14.45,-0.0777524
14.451,-0.134112
14.452,-0.0738877
14.453,-0.0191388
14.454,0.0439835
14.455,0.155414
14.456,0.0691036
14.457,0.174093
14.458,0.128039
14.459,0.185687
14.46,0.171516
14.461,0.223367
14.462,0.20662
14.463,0.316762
14.464,0.371833
14.465,0.405648
14.466,0.379562
14.467,0.416276
14.468,0.38858
14.469,0.439464
14.47,0.425294
14.471,0.474246
14.472,0.541555
14.473,0.533181
14.474,0.597914
14.475,0.543165
14.476,0.571828
14.477,0.480365
14.478,0.571506
14.479,0.443651
14.48,0.528028
14.481,0.4765
14.482,0.500976
14.483,0.567319
14.484,0.460397
14.485,0.512248
14.486,0.436566
14.487,0.405971
14.488,0.362493
14.489,0.387292
14.49,0.358307
14.491,0.362493
14.492,0.398563
14.493,0.367324
14.494,0.278116
14.495,0.303236
14.496,0.174093
14.497,0.207908
14.498,0.195026
14.499,0.133836
14.5,0.153159
14.501,0.0813416
14.502,0.0668492
14.503,-0.0123757
14.504,-0.0155962
14.505,-0.0796847
14.506,-0.0990078
14.507,-0.128959
14.508,-0.132823
14.509,-0.151502
14.51,-0.190471
14.511,-0.251339
14.512,-0.223964
14.513,-0.247796
14.514,-0.257458
14.515,-0.264221
14.516,-0.292883
14.517,-0.231693
14.518,-0.277425
14.519,-0.275815
14.52,-0.291595
14.521,-0.227185
14.522,-0.243609
14.523,-0.191115
14.524,-0.21076
14.525,-0.127993
14.526,-0.121229
14.527,-0.121874
14.528,-0.121874
14.529,-0.0767862
14.53,-0.10094
14.531,-0.132501
14.532,-0.0700231
14.533,-0.1354
14.534,-0.0397502
14.535,-0.0481235
14.536,0.00372691
14.537,0.0291691
14.538,0.096156
14.539,0.0282029
14.54,0.0800534
14.541,0.109682
14.542,0.162821
14.543,0.243012
14.544,0.246877
14.545,0.271997
14.546,0.309355
14.547,0.326746
14.548,0.338984
14.549,0.389546
14.55,0.383427
14.551,0.468771
14.552,0.480687
14.553,0.536724
14.554,0.462008
14.555,0.557013
14.556,0.537046
14.557,0.574404
14.558,0.557335
14.559,0.500976
14.56,0.547352
14.561,0.520621
14.562,0.551538
14.563,0.540911
14.564,0.506129
14.565,0.501942
14.566,0.515468
14.567,0.4546
14.568,0.516113
14.569,0.428192
14.57,0.452024
14.571,0.366036
14.572,0.395343
14.573,0.375054
14.574,0.39019
14.575,0.363138
14.576,0.284235
14.577,0.360239
14.578,0.252029
14.579,0.252674
14.58,0.217248
14.581,0.218214
14.582,0.163143
14.583,0.1596
14.584,0.0813416
14.585,0.0919693
14.586,0.00598127
14.587,0.0211177
14.588,-0.0973976
14.589,-0.0413604
14.59,-0.121552
14.591,-0.118975
14.592,-0.141519
14.593,-0.194335
14.594,-0.1763
14.595,-0.245864
14.596,-0.276459
14.597,-0.312529
14.598,-0.254559
14.599,-0.264221
14.6,-0.241999
14.601,-0.291273
14.602,-0.201743
14.603,-0.274526
14.604,-0.223642
14.605,-0.259712
14.606,-0.221388
14.607,-0.144095
14.608,-0.138942
14.609,-0.125416
14.61,-0.15118
14.611,-0.0458692
14.612,-0.128959
14.613,-0.0990078
14.614,-0.12606
14.615,-0.0725995
14.616,-0.120907
14.617,-0.0819391
14.618,-0.0761421
14.619,0.0214398
14.62,0.047204
14.621,0.0674933
14.622,0.0687815
14.623,0.0990545
14.624,0.0855282
14.625,0.149617
14.626,0.226909
14.627,0.222401
14.628,0.309999
14.629,0.310321
14.63,0.321271
14.631,0.31644
14.632,0.36829
14.633,0.386003
14.634,0.470703
14.635,0.46555
14.636,0.533503
14.637,0.481975
14.638,0.506129
14.639,0.478754
14.64,0.519977
14.641,0.512892
14.642,0.533181
14.643,0.555403
14.644,0.513858
14.645,0.596304
14.646,0.53769
14.647,0.585354
14.648,0.428192
14.649,0.504197
14.65,0.449126
14.651,0.439464
14.652,0.432057
14.653,0.37763
14.654,0.513536
14.655,0.426582
14.656,0.39341
14.657,0.369579
14.658,0.334797
14.659,0.340272
14.66,0.319016
14.661,0.28037
14.662,0.310643
14.663,0.257182
14.664,0.270064
14.665,0.149939
14.666,0.16894
14.667,0.0755446
14.668,0.0942237
14.669,0.0758667
14.67,0.00598127
14.671,0.0555774
14.672,-0.0452251
14.673,-0.06326
14.674,-0.109958
14.675,-0.138942
14.676,-0.208828
14.677,-0.201421
14.678,-0.208506
14.679,-0.235558
14.68,-0.265187
14.681,-0.255203
14.682,-0.291595
14.683,-0.274204
14.684,-0.293528
14.685,-0.304477
14.686,-0.281934
14.687,-0.305121
14.688,-0.215269
14.689,-0.23266
14.69,-0.206251
14.691,-0.198844
14.692,-0.159554
14.693,-0.203997
14.694,-0.15891
14.695,-0.139586
14.696,-0.150214
14.697,-0.106415
14.698,-0.114466
14.699,-0.0532764
14.7,-0.128959
14.701,-0.081617
14.702,-0.0819391
14.703,-0.00593467
14.704,0.00276075
14.705,0.0829518
14.706,0.0932575
14.707,0.140599
14.708,0.145752
14.709,0.240758
14.71,0.195348
14.711,0.272641
14.712,0.247843
14.713,0.311609
14.714,0.349289
14.715,0.335441
14.716,0.360239
14.717,0.405326
14.718,0.446227
14.719,0.436888
14.72,0.48906
14.721,0.462652
14.722,0.571506
14.723,0.499688
14.724,0.552827
14.725,0.488094
