Time - Voltage,Read lab report
4.935,1.31352
4.936,1.30675
4.937,1.27422
4.938,1.33928
4.939,1.23268
4.94,1.2797
4.941,1.19951
4.942,1.25651
4.943,1.1702
4.944,1.20788
4.945,1.214
4.946,1.17954
4.947,1.23171
4.948,1.21239
4.949,1.19822
4.95,1.20885
4.951,1.26521
4.952,1.20402
4.953,1.23719
4.954,1.1979
4.955,1.25683
4.956,1.26295
4.957,1.23558
4.958,1.2549
4.959,1.28711
4.96,1.30482
4.961,1.26714
4.962,1.29999
4.963,1.27584
4.964,1.3235
4.965,1.28324
4.966,1.34572
4.967,1.3293
4.968,1.43879
4.969,1.41528
4.97,1.4652
4.971,1.44362
4.972,1.48646
4.973,1.48581
4.974,1.4871
4.975,1.4681
4.976,1.55473
4.977,1.58307
4.978,1.61335
4.979,1.59853
4.98,1.63911
4.981,1.66971
4.982,1.66681
4.983,1.64877
4.984,1.63074
4.985,1.69386
4.986,1.68484
4.987,1.64137
4.988,1.70932
4.989,1.68581
4.99,1.7412
4.991,1.70352
4.992,1.67228
4.993,1.69772
4.994,1.73637
4.995,1.72349
4.996,1.73573
4.997,1.69998
4.998,1.69676
4.999,1.69483
5,1.63847
5.001,1.62108
5.002,1.60819
5.003,1.65199
5.004,1.60304
5.005,1.66391
5.006,1.55731
5.007,1.62977
5.008,1.57051
5.009,1.57212
5.01,1.47422
5.011,1.53573
5.012,1.49612
5.013,1.50868
5.014,1.44813
5.015,1.4185
5.016,1.3995
5.017,1.35957
5.018,1.32189
5.019,1.31158
5.02,1.32994
5.021,1.28517
5.022,1.29516
5.023,1.233
5.024,1.27841
5.025,1.20305
5.026,1.22237
5.027,1.13542
5.028,1.19146
5.029,1.11062
5.03,1.17181
5.031,1.22398
5.032,1.17954
5.033,1.25136
5.034,1.17793
5.035,1.23236
5.036,1.15539
5.037,1.18147
5.038,1.21626
5.039,1.28968
5.04,1.25587
5.041,1.25007
5.042,1.2797
5.043,1.2607
5.044,1.24524
5.045,1.25104
5.046,1.27551
5.047,1.31674
5.048,1.3834
5.049,1.31416
5.05,1.42076
5.051,1.38855
5.052,1.47744
5.053,1.43396
5.054,1.49515
5.055,1.44556
5.056,1.47841
5.057,1.51931
5.058,1.55248
5.059,1.58501
5.06,1.59016
5.061,1.55892
5.062,1.61786
5.063,1.58887
5.064,1.64845
5.065,1.64008
5.066,1.65167
5.067,1.67325
5.068,1.68001
5.069,1.70674
5.07,1.68162
5.071,1.72252
5.072,1.65296
5.073,1.73701
5.074,1.73476
5.075,1.73863
5.076,1.74024
5.077,1.70481
5.078,1.75891
5.079,1.66616
5.08,1.6945
5.081,1.61979
5.082,1.62011
5.083,1.62494
5.084,1.56246
5.085,1.67582
5.086,1.60207
5.087,1.64684
5.088,1.60819
5.089,1.60207
5.09,1.61367
5.091,1.58565
5.092,1.50868
5.093,1.57889
5.094,1.49097
5.095,1.54604
5.096,1.44362
5.097,1.48163
5.098,1.38984
5.099,1.41561
5.1,1.39564
5.101,1.3776
5.102,1.35796
5.103,1.30321
5.104,1.28292
5.105,1.25361
5.106,1.24846
5.107,1.19854
5.108,1.25426
5.109,1.14057
5.11,1.23848
5.111,1.15249
5.112,1.20756
5.113,1.08357
5.114,1.17213
5.115,1.10708
5.116,1.14959
5.117,1.17085
5.118,1.119
5.119,1.17825
5.12,1.17696
5.121,1.17761
5.122,1.17052
5.123,1.27294
5.124,1.23139
5.125,1.26199
5.126,1.24846
5.127,1.32543
5.128,1.28002
5.129,1.30418
5.13,1.27358
5.131,1.27519
5.132,1.30611
5.133,1.31416
5.134,1.32543
5.135,1.29999
5.136,1.37406
5.137,1.36376
5.138,1.41625
5.139,1.39725
5.14,1.44395
5.141,1.47293
5.142,1.52124
5.143,1.4929
5.144,1.52349
5.145,1.55505
5.146,1.60594
5.147,1.52349
5.148,1.5776
5.149,1.56278
5.15,1.61077
5.151,1.64426
5.152,1.60497
5.153,1.65393
5.154,1.6214
5.155,1.67293
5.156,1.5586
5.157,1.62848
5.158,1.59757
5.159,1.64813
5.16,1.65264
5.161,1.61109
5.162,1.66713
5.163,1.60368
5.164,1.58179
5.165,1.53026
5.166,1.56633
5.167,1.58533
5.168,1.58018
5.169,1.59241
5.17,1.60626
5.171,1.54636
5.172,1.57406
5.173,1.46971
5.174,1.54475
5.175,1.4623
5.176,1.45973
5.177,1.41239
5.178,1.28968
5.179,1.38727
5.18,1.27873
5.181,1.30868
5.182,1.29001
5.183,1.29355
5.184,1.26714
5.185,1.27551
5.186,1.21432
5.187,1.21175
5.188,1.19436
5.189,1.15184
5.19,1.12447
5.191,1.10257
5.192,1.11867
5.193,1.11481
5.194,1.13317
5.195,1.07584
5.196,1.11384
5.197,1.02335
5.198,1.05072
5.199,1.01529
5.2,1.0913
5.201,1.02431
5.202,1.09742
5.203,1.0797
5.204,1.11191
5.205,1.09065
5.206,1.07906
5.207,1.09291
5.208,1.07165
5.209,1.10289
5.21,1.14959
5.211,1.18405
5.212,1.14186
5.213,1.2082
5.214,1.16086
5.215,1.1644
5.216,1.11513
5.217,1.16279
5.218,1.16054
5.219,1.2797
5.22,1.26746
5.221,1.29709
5.222,1.29226
5.223,1.32124
5.224,1.30675
5.225,1.38243
5.226,1.37728
5.227,1.36601
5.228,1.42366
5.229,1.41206
5.23,1.49483
5.231,1.4404
5.232,1.47132
5.233,1.43686
5.234,1.54217
5.235,1.48903
5.236,1.55248
5.237,1.53348
5.238,1.57502
5.239,1.60046
5.24,1.53638
5.241,1.52349
5.242,1.48002
5.243,1.49451
5.244,1.5309
5.245,1.49419
5.246,1.47519
5.247,1.5061
5.248,1.4272
5.249,1.47486
5.25,1.38082
5.251,1.44878
5.252,1.39918
5.253,1.38598
5.254,1.41496
5.255,1.36408
5.256,1.4549
5.257,1.33219
5.258,1.38501
5.259,1.31223
5.26,1.30804
5.261,1.23687
5.262,1.26521
5.263,1.22978
5.264,1.18663
5.265,1.22882
5.266,1.22334
5.267,1.18791
5.268,1.15603
5.269,1.11288
5.27,1.10032
5.271,1.11062
5.272,1.04041
5.273,1.08196
5.274,1.03301
5.275,1.0694
5.276,0.997259
5.277,1.02238
5.278,0.980835
5.279,0.957969
5.28,0.943799
5.281,0.910305
5.282,0.911271
5.283,0.919645
5.284,0.980513
5.285,0.930272
5.286,0.980513
5.287,0.931238
5.288,0.995005
5.289,0.952172
5.29,0.988886
5.291,1.07938
5.292,1.03043
5.293,1.04525
5.294,1.0665
5.295,1.04492
5.296,1.04074
5.297,1.02785
5.298,1.07777
5.299,1.11191
5.3,1.01884
5.301,1.16408
5.302,1.13059
5.303,1.21787
5.304,1.157
5.305,1.25716
5.306,1.26939
5.307,1.29902
5.308,1.28807
5.309,1.32318
5.31,1.34282
5.311,1.37245
5.312,1.37793
5.313,1.41625
5.314,1.43461
5.315,1.39628
5.316,1.47519
5.317,1.44749
5.318,1.49676
5.319,1.42913
5.32,1.50932
5.321,1.43783
5.322,1.50288
5.323,1.47003
5.324,1.46746
5.325,1.48678
5.326,1.40981
5.327,1.44942
5.328,1.42591
5.329,1.42849
5.33,1.42205
5.331,1.47712
5.332,1.40433
5.333,1.39725
5.334,1.37954
5.335,1.37277
5.336,1.34379
5.337,1.35023
5.338,1.35957
5.339,1.33735
5.34,1.37342
5.341,1.34186
5.342,1.31094
5.343,1.25136
5.344,1.25394
5.345,1.19983
5.346,1.2549
5.347,1.21464
5.348,1.2636
5.349,1.20756
5.35,1.19403
5.351,1.15474
5.352,1.09065
5.353,1.05201
5.354,1.07842
5.355,1.03687
5.356,1.02367
5.357,1.02914
5.358,0.975038
5.359,1.08518
5.36,0.967308
5.361,0.961511
5.362,0.901288
5.363,0.919967
5.364,0.869404
5.365,0.902254
5.366,0.928018
5.367,0.964732
5.368,1.02689
5.369,0.951206
5.37,0.959901
5.371,0.963122
5.372,0.939934
5.373,1.01884
5.374,1.05523
5.375,1.06714
5.376,1.09098
5.377,1.05491
5.378,1.04718
5.379,0.924475
5.38,1.06199
5.381,1.02013
5.382,1.0665
5.383,1.1016
5.384,1.09098
5.385,1.22978
5.386,1.16698
5.387,1.18051
5.388,1.16988
5.389,1.23622
5.39,1.28678
5.391,1.32833
5.392,1.32897
5.393,1.34701
5.394,1.35667
5.395,1.4404
5.396,1.37471
5.397,1.42849
5.398,1.4491
5.399,1.45651
5.4,1.49225
5.401,1.46005
5.402,1.54958
5.403,1.49354
5.404,1.49515
5.405,1.4301
5.406,1.48581
5.407,1.42945
5.408,1.49612
5.409,1.43976
5.41,1.49225
5.411,1.52221
5.412,1.45135
5.413,1.45651
5.414,1.42398
5.415,1.41786
5.416,1.41271
5.417,1.39725
5.418,1.36665
5.419,1.38243
5.42,1.3557
5.421,1.34379
5.422,1.27519
5.423,1.37986
5.424,1.26714
5.425,1.32157
5.426,1.27745
5.427,1.24621
5.428,1.31126
5.429,1.21014
5.43,1.20466
5.431,1.16151
5.432,1.16601
5.433,1.1074
5.434,1.11288
5.435,1.03945
5.436,1.0752
5.437,1.03623
5.438,1.04106
5.439,0.98792
5.44,1.03075
5.441,0.957003
5.442,1.00434
5.443,1.00789
5.444,0.956037
5.445,1.03752
5.446,0.930916
5.447,0.952494
5.448,0.920611
5.449,0.972783
5.45,0.914814
5.451,0.98019
5.452,0.963766
5.453,1.02077
5.454,1.02689
5.455,1.01755
5.456,1.04009
5.457,1.02335
5.458,1.00918
5.459,1.05008
5.46,1.07326
5.461,1.00628
5.462,1.06296
5.463,1.03848
5.464,1.09838
5.465,1.02302
5.466,1.08518
5.467,1.11771
5.468,1.23526
5.469,1.19178
5.47,1.19725
5.471,1.23526
5.472,1.22656
5.473,1.22817
5.474,1.25522
5.475,1.28034
5.476,1.30031
5.477,1.33284
5.478,1.35538
5.479,1.42462
5.48,1.39113
5.481,1.41657
5.482,1.42011
5.483,1.48485
5.484,1.45103
5.485,1.48259
5.486,1.49064
5.487,1.46842
5.488,1.54733
5.489,1.4433
5.49,1.4987
5.491,1.41722
5.492,1.51641
5.493,1.452
5.494,1.47486
5.495,1.50868
5.496,1.44266
5.497,1.4768
5.498,1.42108
5.499,1.43783
5.5,1.39145
5.501,1.36118
5.502,1.34765
5.503,1.39242
5.504,1.37954
5.505,1.36086
5.506,1.33058
5.507,1.38179
5.508,1.31545
5.509,1.33928
5.51,1.26778
5.511,1.25716
5.512,1.26907
5.513,1.1673
5.514,1.21561
5.515,1.12093
5.516,1.13123
5.517,1.06231
5.518,1.05555
5.519,1.07455
5.52,1.09162
5.521,1.04492
5.522,1.04879
5.523,1.01723
5.524,1.00885
5.525,0.946053
5.526,0.968919
5.527,0.932849
5.528,0.982767
5.529,0.957003
5.53,0.919645
5.531,0.970851
5.532,0.907085
5.533,0.977292
5.534,0.890016
5.535,0.949595
5.536,0.934459
5.537,1.03558
5.538,0.972139
5.539,1.00789
5.54,1.09323
5.541,1.01014
5.542,1.04363
5.543,0.997903
5.544,1.04814
5.545,1.00499
5.546,1.06779
5.547,1.09001
5.548,1.12028
5.549,1.07004
5.55,1.14766
5.551,1.1161
5.552,1.19178
5.553,1.1673
5.554,1.20434
5.555,1.2417
5.556,1.23332
5.557,1.27712
5.558,1.27326
5.559,1.30546
5.56,1.31996
5.561,1.32994
5.562,1.39918
5.563,1.44556
5.564,1.42173
5.565,1.4549
5.566,1.471
5.567,1.52414
5.568,1.46166
5.569,1.4871
5.57,1.43622
5.571,1.50063
5.572,1.53219
5.573,1.49419
5.574,1.56987
5.575,1.50159
5.576,1.53927
5.577,1.4462
5.578,1.46649
5.579,1.46713
5.58,1.46585
5.581,1.48807
5.582,1.39499
5.583,1.45296
5.584,1.42044
5.585,1.36182
5.586,1.30224
5.587,1.34121
5.588,1.31963
5.589,1.36955
5.59,1.32897
5.591,1.36762
5.592,1.27745
5.593,1.25458
5.594,1.20949
5.595,1.2008
5.596,1.16698
5.597,1.14991
5.598,1.13735
5.599,1.11706
5.6,1.16537
5.601,1.08293
5.602,1.07487
5.603,1.06038
5.604,1.06231
5.605,1.0037
5.606,1.03655
5.607,1.00273
5.608,1.03269
5.609,1.02914
5.61,1.02914
5.611,0.958613
5.612,0.938968
5.613,0.971817
5.614,0.894524
5.615,0.933171
5.616,0.922865
5.617,1.01787
5.618,0.982767
5.619,1.04009
5.62,0.946375
5.621,1.05297
5.622,0.948629
5.623,1.0388
5.624,1.00885
5.625,0.964732
5.626,1.05942
5.627,1.00112
5.628,1.06843
5.629,1.02979
5.63,1.10933
5.631,1.11159
5.632,1.06972
5.633,1.08067
5.634,1.17213
5.635,1.16859
5.636,1.21271
5.637,1.16215
5.638,1.25555
5.639,1.24943
5.64,1.26617
5.641,1.29129
5.642,1.31641
5.643,1.34508
5.644,1.35377
5.645,1.43847
5.646,1.39983
5.647,1.43557
5.648,1.46971
5.649,1.44008
5.65,1.50965
5.651,1.48871
5.652,1.49612
5.653,1.50127
5.654,1.49419
5.655,1.56665
5.656,1.46681
5.657,1.509
5.658,1.50192
5.659,1.48807
5.66,1.5206
5.661,1.46456
5.662,1.47325
5.663,1.44008
5.664,1.47647
5.665,1.42301
5.666,1.43332
5.667,1.41335
5.668,1.36086
5.669,1.43493
5.67,1.36472
5.671,1.3863
5.672,1.3731
5.673,1.36086
5.674,1.3483
5.675,1.35989
5.676,1.27648
5.677,1.24717
5.678,1.22785
5.679,1.20047
5.68,1.10772
5.681,1.17986
5.682,1.1132
5.683,1.13542
5.684,1.09323
5.685,1.03172
5.686,1.08035
5.687,1.0066
5.688,1.04267
5.689,0.985987
5.69,0.979546
5.691,0.974071
5.692,1.0343
5.693,0.997903
5.694,1.03719
5.695,0.926408
5.696,0.956359
5.697,0.901288
5.698,0.965698
5.699,0.919323
5.7,0.971495
5.701,1.01401
5.702,0.954104
5.703,1.01723
5.704,0.98631
5.705,1.02335
5.706,0.976004
5.707,1.05104
5.708,1.03333
5.709,1.08454
5.71,1.09033
5.711,1.11739
5.712,1.12157
5.713,1.12898
5.714,1.05619
5.715,1.08228
5.716,1.11803
5.717,1.14283
5.718,1.24749
5.719,1.18695
5.72,1.271
5.721,1.20949
5.722,1.28324
5.723,1.24556
5.724,1.32221
5.725,1.30257
5.726,1.41142
5.727,1.42849
5.728,1.45876
5.729,1.46005
5.73,1.46102
5.731,1.41689
5.732,1.47969
5.733,1.44974
5.734,1.43396
5.735,1.49676
5.736,1.48871
5.737,1.53122
5.738,1.48807
5.739,1.55312
5.74,1.47873
5.741,1.5177
5.742,1.44266
5.743,1.50707
5.744,1.47937
5.745,1.50385
5.746,1.55892
5.747,1.47615
5.748,1.45844
5.749,1.43267
5.75,1.3966
5.751,1.40981
5.752,1.3892
5.753,1.41335
5.754,1.39145
5.755,1.44073
5.756,1.39499
5.757,1.34636
5.758,1.33477
5.759,1.26489
5.76,1.25394
5.761,1.32865
5.762,1.19436
5.763,1.27261
5.764,1.18952
5.765,1.2082
5.766,1.09194
5.767,1.15668
5.768,1.12511
5.769,1.10193
5.77,1.07648
5.771,1.03591
5.772,1.09226
5.773,0.99114
5.774,1.02592
5.775,0.982445
5.776,1.00595
5.777,0.940578
5.778,0.958291
5.779,0.895813
5.78,0.970851
5.781,0.955392
5.782,0.993073
5.783,0.968275
5.784,0.995971
5.785,0.973427
5.786,1.0169
5.787,1.02785
5.788,1.05587
5.789,1.08067
5.79,1.06521
5.791,1.08357
5.792,1.0388
5.793,1.11964
5.794,1.0314
5.795,1.09388
5.796,1.13961
5.797,1.0942
5.798,1.15313
5.799,1.11996
5.8,1.15764
5.801,1.24041
5.802,1.24588
5.803,1.28743
5.804,1.28195
5.805,1.25361
5.806,1.31545
5.807,1.28775
5.808,1.3425
5.809,1.31223
5.81,1.41528
5.811,1.40208
5.812,1.43847
5.813,1.40144
5.814,1.41657
5.815,1.46166
5.816,1.4813
5.817,1.45329
5.818,1.42978
5.819,1.50095
5.82,1.5148
5.821,1.55924
5.822,1.44878
5.823,1.55087
5.824,1.49064
5.825,1.55087
5.826,1.52349
5.827,1.50481
5.828,1.47551
5.829,1.52478
5.83,1.52349
5.831,1.46681
5.832,1.47293
5.833,1.42205
5.834,1.38888
5.835,1.33219
5.836,1.42334
5.837,1.36601
5.838,1.47132
5.839,1.34314
5.84,1.41979
5.841,1.41818
5.842,1.30643
5.843,1.22527
5.844,1.27358
5.845,1.21722
5.846,1.1818
5.847,1.20885
5.848,1.12995
5.849,1.16634
5.85,1.1045
5.851,1.09967
5.852,1.06618
5.853,1.06843
5.854,1.02335
5.855,1.03333
5.856,1.02657
5.857,1.00982
5.858,1.01529
5.859,0.987598
5.86,0.971495
5.861,0.982445
5.862,0.935103
5.863,0.946697
5.864,0.953782
5.865,0.920611
5.866,0.988564
5.867,0.947985
5.868,1.00048
5.869,0.947985
5.87,0.99887
5.871,0.944765
5.872,1.02818
5.873,1.05942
5.874,1.02914
5.875,1.09355
5.876,1.01594
5.877,1.06425
5.878,1.07262
5.879,1.0884
5.88,1.10772
5.881,1.13864
5.882,1.1541
5.883,1.22205
5.884,1.19436
5.885,1.26714
5.886,1.16698
5.887,1.26746
5.888,1.22237
5.889,1.3206
5.89,1.3119
5.891,1.33026
5.892,1.39918
5.893,1.35699
5.894,1.41045
5.895,1.40337
5.896,1.44234
5.897,1.39145
5.898,1.46842
5.899,1.45457
5.9,1.50771
5.901,1.49548
5.902,1.51609
5.903,1.46005
5.904,1.5032
5.905,1.49386
5.906,1.5032
5.907,1.47873
5.908,1.52124
5.909,1.54572
5.91,1.50804
5.911,1.5206
5.912,1.44717
5.913,1.49805
5.914,1.36569
5.915,1.41561
5.916,1.39338
5.917,1.41239
5.918,1.45168
5.919,1.37245
5.92,1.42173
5.921,1.35892
5.922,1.40111
5.923,1.36569
5.924,1.36794
5.925,1.32157
5.926,1.32157
5.927,1.29419
5.928,1.31319
5.929,1.20885
5.93,1.23944
5.931,1.17213
5.932,1.22559
5.933,1.1818
5.934,1.14927
5.935,1.15088
5.936,1.08872
5.937,1.06489
5.938,1.05813
5.939,0.974071
5.94,0.988886
5.941,0.980835
5.942,0.950562
5.943,0.976648
5.944,0.909661
5.945,0.995005
5.946,0.846217
5.947,0.934137
5.948,0.8781
5.949,0.932849
5.95,0.961189
5.951,0.972461
5.952,0.993073
5.953,0.988564
5.954,0.984055
5.955,0.947341
5.956,0.995327
5.957,1.00338
5.958,1.04202
5.959,1.06264
5.96,1.09388
5.961,1.08389
5.962,1.11996
5.963,1.09484
5.964,1.11674
5.965,1.10998
5.966,1.1351
5.967,1.19597
5.968,1.17632
5.969,1.24105
5.97,1.18212
5.971,1.27068
5.972,1.26811
5.973,1.30514
5.974,1.31158
5.975,1.35699
5.976,1.40627
5.977,1.41689
5.978,1.40208
5.979,1.46681
5.98,1.42076
5.981,1.48388
5.982,1.48195
5.983,1.49644
5.984,1.51287
5.985,1.44813
5.986,1.54958
5.987,1.50417
5.988,1.52027
5.989,1.4652
5.99,1.53155
5.991,1.51641
5.992,1.51995
5.993,1.51802
5.994,1.47551
5.995,1.48034
5.996,1.46681
5.997,1.51383
5.998,1.35248
5.999,1.43396
6,1.43139
6.001,1.40594
6.002,1.41883
6.003,1.41625
6.004,1.42752
6.005,1.40401
6.006,1.35055
6.007,1.36021
6.008,1.32511
6.009,1.32511
6.01,1.28034
6.011,1.28775
6.012,1.29097
6.013,1.22237
6.014,1.20273
6.015,1.16312
6.016,1.19178
6.017,1.12705
6.018,1.13413
6.019,1.07842
6.02,1.11642
6.021,1.06038
6.022,1.05394
6.023,0.950562
6.024,1.04106
6.025,0.960223
6.026,1.00209
6.027,0.970207
6.028,0.905152
6.029,1.00241
6.03,0.909339
6.031,0.930272
6.032,0.907729
6.033,0.933493
6.034,0.979868
6.035,0.973427
6.036,0.962478
6.037,1.02496
6.038,0.965698
6.039,1.0285
6.04,0.900643
6.041,1.03494
6.042,1.0256
6.043,1.00145
6.044,1.07133
6.045,1.05297
6.046,1.12028
6.047,1.06103
6.048,1.09323
6.049,1.06489
6.05,1.12383
6.051,1.14122
6.052,1.19468
6.053,1.19307
6.054,1.26327
6.055,1.25909
6.056,1.30707
6.057,1.27261
6.058,1.30031
6.059,1.30707
6.06,1.3863
6.061,1.39338
6.062,1.39564
6.063,1.41496
6.064,1.43139
6.065,1.45715
6.066,1.40466
6.067,1.44169
6.068,1.44652
6.069,1.50353
6.07,1.49805
6.071,1.50385
6.072,1.52575
6.073,1.55087
6.074,1.49966
6.075,1.46166
6.076,1.47454
6.077,1.42495
6.078,1.44685
6.079,1.44846
6.08,1.42011
6.081,1.44137
6.082,1.45168
6.083,1.37889
6.084,1.3995
6.085,1.33541
6.086,1.38694
6.087,1.35184
6.088,1.32833
6.089,1.41979
6.09,1.34765
6.091,1.38823
6.092,1.25587
6.093,1.23751
6.094,1.23139
6.095,1.21722
6.096,1.19114
6.097,1.19951
6.098,1.21368
6.099,1.16473
6.1,1.09033
6.101,1.08132
6.102,1.01562
6.103,1.01336
6.104,1.03945
6.105,0.99887
6.106,1.01787
6.107,0.940256
6.108,0.960867
6.109,0.905796
6.11,0.946375
6.111,0.886795
6.112,0.919323
6.113,0.880676
6.114,0.889372
6.115,0.956359
6.116,0.923187
6.117,0.933493
6.118,0.917712
6.119,0.98792
6.12,0.887117
6.121,0.98019
6.122,0.959579
6.123,0.983089
6.124,0.971495
6.125,1.00789
6.126,1.05491
6.127,1.00756
6.128,1.04621
6.129,1.0446
6.13,1.10837
6.131,1.10096
6.132,1.13542
6.133,1.1483
6.134,1.22688
6.135,1.1541
6.136,1.18985
6.137,1.16183
6.138,1.24717
6.139,1.25265
6.14,1.30257
6.141,1.27455
6.142,1.33735
6.143,1.30965
6.144,1.43235
6.145,1.35699
6.146,1.39983
6.147,1.41754
6.148,1.45683
6.149,1.48968
6.15,1.39081
6.151,1.4404
6.152,1.4491
6.153,1.52897
6.154,1.49548
6.155,1.48259
6.156,1.47358
6.157,1.50417
6.158,1.50288
6.159,1.48356
6.16,1.41689
6.161,1.46778
6.162,1.40305
6.163,1.37148
6.164,1.41979
6.165,1.38727
6.166,1.41206
6.167,1.33123
6.168,1.37181
6.169,1.30933
6.17,1.39499
6.171,1.35409
6.172,1.34894
6.173,1.42462
6.174,1.33413
6.175,1.32447
6.176,1.22495
6.177,1.20981
6.178,1.16634
6.179,1.16022
6.18,1.1541
6.181,1.20047
6.182,1.12608
6.183,1.16408
6.184,1.0723
6.185,1.07101
6.186,0.980513
6.187,1.01336
6.188,0.982767
6.189,0.947341
6.19,0.970851
6.191,0.932205
6.192,0.977614
6.193,0.915458
6.194,0.90161
6.195,0.872625
6.196,0.910305
6.197,0.876812
6.198,0.898711
6.199,0.874879
6.2,0.92995
6.201,0.9628
6.202,0.978258
6.203,0.915458
6.204,0.949595
6.205,0.940256
6.206,0.999514
6.207,0.98792
6.208,0.989208
6.209,1.0855
6.21,1.01272
6.211,0.995005
6.212,0.960867
6.213,1.06553
6.214,0.970529
6.215,1.10901
6.216,1.11577
6.217,1.14251
6.218,1.16698
6.219,1.12898
6.22,1.11964
6.221,1.16376
6.222,1.20595
6.223,1.24846
6.224,1.30965
6.225,1.27133
6.226,1.42011
6.227,1.33896
6.228,1.4214
6.229,1.33831
6.23,1.41206
6.231,1.36665
6.232,1.45618
6.233,1.46391
6.234,1.47293
6.235,1.51576
6.236,1.55377
6.237,1.53026
6.238,1.49097
6.239,1.5032
6.24,1.48807
6.241,1.51351
6.242,1.41625
6.243,1.49966
6.244,1.43203
6.245,1.44073
6.246,1.38791
6.247,1.43429
6.248,1.39564
6.249,1.40015
6.25,1.42752
6.251,1.3367
6.252,1.40691
6.253,1.37825
6.254,1.36955
6.255,1.33541
6.256,1.36118
6.257,1.30192
6.258,1.30772
6.259,1.24331
6.26,1.23622
6.261,1.26005
6.262,1.22173
6.263,1.19983
6.264,1.18244
6.265,1.18341
6.266,1.1132
6.267,1.10128
6.268,1.07552
6.269,1.11706
6.27,1.06843
6.271,1.03816
6.272,0.953138
6.273,0.98019
6.274,0.930594
6.275,0.954748
6.276,0.962156
6.277,0.907085
6.278,0.943476
6.279,0.868438
6.28,0.930272
6.281,0.897423
6.282,0.9409
6.283,0.943154
6.284,0.886151
6.285,0.933815
6.286,0.966342
6.287,0.976648
6.288,1.01529
6.289,0.965376
6.29,1.02399
6.291,0.966986
6.292,0.989852
6.293,1.02528
6.294,0.954426
6.295,1.03558
6.296,1.0008
6.297,1.04299
6.298,1.00918
6.299,1.0446
6.3,1.10193
6.301,1.14637
6.302,1.15152
6.303,1.14412
6.304,1.24588
6.305,1.28067
6.306,1.23815
6.307,1.27487
6.308,1.31545
6.309,1.34572
6.31,1.36955
6.311,1.33219
6.312,1.44298
6.313,1.40659
6.314,1.47647
6.315,1.39371
6.316,1.52124
6.317,1.45747
6.318,1.49902
6.319,1.51737
6.32,1.50578
6.321,1.54475
6.322,1.49805
6.323,1.5061
6.324,1.45683
6.325,1.52929
6.326,1.44523
6.327,1.42945
6.328,1.41883
6.329,1.46649
6.33,1.4871
6.331,1.44491
6.332,1.42817
6.333,1.45361
6.334,1.40691
6.335,1.43364
6.336,1.38469
6.337,1.3702
6.338,1.40755
6.339,1.34475
6.34,1.35023
6.341,1.26231
6.342,1.25716
6.343,1.21851
6.344,1.25265
6.345,1.19532
6.346,1.22076
6.347,1.18824
6.348,1.17568
6.349,1.06972
6.35,1.11416
6.351,1.06489
6.352,1.0694
6.353,1.08164
6.354,1.03365
6.355,1.0723
6.356,0.970851
6.357,1.01948
6.358,0.961189
6.359,0.98019
6.36,0.90644
6.361,0.897423
6.362,0.959901
6.363,0.931238
6.364,0.957003
6.365,0.919967
6.366,0.925442
6.367,0.914814
6.368,0.933171
6.369,0.950884
6.37,0.963122
6.371,1.01014
6.372,1.05233
6.373,1.04331
6.374,1.03301
6.375,1.00531
6.376,1.00885
6.377,0.981801
6.378,1.04589
6.379,1.02077
6.38,1.02979
6.381,1.08615
6.382,1.07326
6.383,1.13703
6.384,1.13027
6.385,1.18083
6.386,1.13993
6.387,1.23815
6.388,1.20498
6.389,1.28904
6.39,1.27777
6.391,1.28517
6.392,1.28034
6.393,1.3863
6.394,1.34379
6.395,1.37406
6.396,1.42527
6.397,1.40594
6.398,1.49644
6.399,1.40401
6.4,1.50095
6.401,1.45264
6.402,1.49934
6.403,1.49612
6.404,1.48034
6.405,1.50385
6.406,1.53219
6.407,1.53766
6.408,1.48646
6.409,1.47261
6.41,1.44846
6.411,1.46778
6.412,1.42366
6.413,1.47615
6.414,1.48066
6.415,1.51673
6.416,1.43396
6.417,1.46746
6.418,1.41754
6.419,1.40466
6.42,1.36665
6.421,1.36665
6.422,1.36826
6.423,1.32189
6.424,1.42849
6.425,1.2958
6.426,1.31287
6.427,1.24524
6.428,1.24621
6.429,1.20724
6.43,1.18147
6.431,1.11803
6.432,1.14508
6.433,1.14122
6.434,1.10869
6.435,1.0504
6.436,1.08615
6.437,1.03848
6.438,1.04492
6.439,1.01401
6.44,0.991784
6.441,1.04235
6.442,0.966986
6.443,0.997903
6.444,0.930916
6.445,0.958613
6.446,0.916746
6.447,0.97697
6.448,0.936713
6.449,0.931883
6.45,0.993395
6.451,0.975682
6.452,1.02077
6.453,0.96441
6.454,1.07037
6.455,1.06489
6.456,1.02528
6.457,1.02302
6.458,1.0607
6.459,1.05169
6.46,1.05942
6.461,0.993073
6.462,1.08582
6.463,1.03526
6.464,1.10966
6.465,1.10611
6.466,1.12222
6.467,1.21207
6.468,1.13123
6.469,1.23558
6.47,1.1789
6.471,1.2301
6.472,1.21303
6.473,1.25812
6.474,1.29129
6.475,1.33509
6.476,1.36118
6.477,1.3966
6.478,1.32479
6.479,1.36698
6.48,1.39918
6.481,1.42076
6.482,1.47615
6.483,1.43944
6.484,1.50449
6.485,1.48292
6.486,1.50256
6.487,1.4813
6.488,1.51544
6.489,1.49032
