Time - Voltage,Read lab report
17.943,0.922865
17.944,0.934781
17.945,0.895169
17.946,0.935747
17.947,0.919645
17.948,0.897101
17.949,0.940578
17.95,0.984699
17.951,1.00467
17.952,0.953138
17.953,1.01787
17.954,0.945087
17.955,1.00048
17.956,0.997581
17.957,1.08615
17.958,1.10354
17.959,1.13832
17.96,1.09452
17.961,1.14573
17.962,1.13639
17.963,1.18534
17.964,1.21464
17.965,1.21336
17.966,1.29323
17.967,1.27455
17.968,1.33896
17.969,1.28389
17.97,1.35989
17.971,1.35957
17.972,1.39596
17.973,1.42945
17.974,1.43267
17.975,1.44073
17.976,1.45683
17.977,1.46327
17.978,1.47486
17.979,1.46295
17.98,1.44556
17.981,1.51641
17.982,1.49064
17.983,1.55505
17.984,1.47036
17.985,1.48002
17.986,1.40466
17.987,1.44105
17.988,1.37438
17.989,1.38823
17.99,1.40433
17.991,1.35377
17.992,1.46134
17.993,1.3425
17.994,1.36569
17.995,1.34669
17.996,1.36569
17.997,1.34153
17.998,1.35506
17.999,1.3177
18,1.28936
18.001,1.22495
18.002,1.26134
18.003,1.16312
18.004,1.18566
18.005,1.1673
18.006,1.12157
18.007,1.07487
18.008,0.985987
18.009,1.02045
18.01,0.990496
18.011,0.968919
18.012,0.906762
18.013,0.984377
18.014,0.867794
18.015,0.941222
18.016,0.928018
18.017,0.917712
18.018,0.86554
18.019,0.868438
18.02,0.834945
18.021,0.883897
18.022,0.849437
18.023,0.921255
18.024,0.897101
18.025,0.900643
18.026,0.957003
18.027,0.870048
18.028,0.922865
18.029,0.860387
18.03,0.985343
18.031,0.90483
18.032,0.991784
18.033,1.01014
18.034,1.01562
18.035,1.04814
18.036,0.983089
18.037,1.01143
18.038,1.00628
18.039,0.960223
18.04,1.05491
18.041,1.09259
18.042,1.09806
18.043,1.13928
18.044,1.14412
18.045,1.18727
18.046,1.15056
18.047,1.22109
18.048,1.19597
18.049,1.29934
18.05,1.32382
18.051,1.29612
18.052,1.37921
18.053,1.34669
18.054,1.37567
18.055,1.37181
18.056,1.37374
18.057,1.3863
18.058,1.41335
18.059,1.39886
18.06,1.50642
18.061,1.46134
18.062,1.46102
18.063,1.41239
18.064,1.43783
18.065,1.46037
18.066,1.44588
18.067,1.48227
18.068,1.43332
18.069,1.49934
18.07,1.41464
18.071,1.41367
18.072,1.38308
18.073,1.40691
18.074,1.37213
18.075,1.40562
18.076,1.35603
18.077,1.36086
18.078,1.36794
18.079,1.31674
18.08,1.28936
18.081,1.30031
18.082,1.26295
18.083,1.2198
18.084,1.27712
18.085,1.17374
18.086,1.22527
18.087,1.12705
18.088,1.14701
18.089,1.08711
18.09,1.10933
18.091,1.00789
18.092,1.05265
18.093,1.02624
18.094,0.988564
18.095,0.979546
18.096,0.902898
18.097,0.903864
18.098,0.876167
18.099,0.883897
18.1,0.847183
18.101,0.899355
18.102,0.849437
18.103,0.93929
18.104,0.861997
18.105,0.880354
18.106,0.821418
18.107,0.894524
18.108,0.838487
18.109,0.881642
18.11,0.846217
18.111,0.887439
18.112,0.981157
18.113,0.887117
18.114,0.971495
18.115,0.919967
18.116,0.984055
18.117,0.938646
18.118,0.996937
18.119,1.00306
18.12,1.0533
18.121,1.00531
18.122,1.04009
18.123,1.01562
18.124,1.11384
18.125,1.06553
18.126,1.1322
18.127,1.138
18.128,1.13349
18.129,1.19822
18.13,1.18437
18.131,1.19725
18.132,1.23139
18.133,1.29451
18.134,1.31963
18.135,1.32672
18.136,1.32672
18.137,1.3615
18.138,1.37245
18.139,1.41045
18.14,1.33735
18.141,1.40723
18.142,1.39596
18.143,1.414
18.144,1.42205
18.145,1.42076
18.146,1.49644
18.147,1.46134
18.148,1.49902
18.149,1.42205
18.15,1.47744
18.151,1.43686
18.152,1.45232
18.153,1.39532
18.154,1.43203
18.155,1.44813
18.156,1.35731
18.157,1.38469
18.158,1.32833
18.159,1.37664
18.16,1.28775
18.161,1.34379
18.162,1.29484
18.163,1.38018
18.164,1.36086
18.165,1.29612
18.166,1.25651
18.167,1.22721
18.168,1.20015
18.169,1.20949
18.17,1.20112
18.171,1.1599
18.172,1.15184
18.173,1.08389
18.174,1.09742
18.175,1.05394
18.176,1.04235
18.177,0.978902
18.178,1.01304
18.179,0.936391
18.18,0.916102
18.181,0.906762
18.182,0.92673
18.183,0.859743
18.184,0.918356
18.185,0.844284
18.186,0.870371
18.187,0.850081
18.188,0.834945
18.189,0.894847
18.19,0.795976
18.191,0.887761
18.192,0.814977
18.193,0.895169
18.194,0.849437
18.195,0.891626
18.196,0.950884
18.197,0.872947
18.198,0.959257
18.199,0.896779
18.2,0.892592
18.201,0.902576
18.202,0.951528
18.203,0.950884
18.204,0.981801
18.205,0.976326
18.206,1.07423
18.207,0.995327
18.208,1.05201
18.209,1.01046
18.21,1.08647
18.211,1.09388
18.212,1.1599
18.213,1.17954
18.214,1.20692
18.215,1.23397
18.216,1.26456
18.217,1.24331
18.218,1.33058
18.219,1.30096
18.22,1.35892
18.221,1.3776
18.222,1.35377
18.223,1.42398
18.224,1.33831
18.225,1.4272
18.226,1.33831
18.227,1.44266
18.228,1.37986
18.229,1.38952
18.23,1.45168
18.231,1.48517
18.232,1.52317
18.233,1.40594
18.234,1.4404
18.235,1.3396
18.236,1.36537
18.237,1.29194
18.238,1.39693
18.239,1.37986
18.24,1.36343
18.241,1.4111
18.242,1.34379
18.243,1.34379
18.244,1.2797
18.245,1.34057
18.246,1.31931
18.247,1.33703
18.248,1.32704
18.249,1.34959
18.25,1.23493
18.251,1.2388
18.252,1.14444
18.253,1.18856
18.254,1.15732
18.255,1.16247
18.256,1.13928
18.257,1.08679
18.258,1.10515
18.259,1.03945
18.26,1.00756
18.261,0.949273
18.262,0.968919
18.263,0.917068
18.264,0.914492
18.265,0.893236
18.266,0.94251
18.267,0.919967
18.268,0.920289
18.269,0.858777
18.27,0.846539
18.271,0.837843
18.272,0.844928
18.273,0.890982
18.274,0.848471
18.275,0.908051
18.276,0.879388
18.277,0.910627
18.278,0.861675
18.279,0.92995
18.28,0.874879
18.281,0.913526
18.282,0.911915
18.283,0.917712
18.284,1.00467
18.285,0.939934
18.286,0.935103
18.287,0.946053
18.288,0.996615
18.289,0.987598
18.29,1.05297
18.291,1.03172
18.292,1.08518
18.293,1.14025
18.294,1.15893
18.295,1.10096
18.296,1.17954
18.297,1.18244
18.298,1.19178
18.299,1.21722
18.3,1.22527
18.301,1.29516
18.302,1.2987
18.303,1.33992
18.304,1.31738
18.305,1.43106
18.306,1.40949
18.307,1.41625
18.308,1.37632
18.309,1.48581
18.31,1.46456
18.311,1.50063
18.312,1.40852
18.313,1.50707
18.314,1.44362
18.315,1.46713
18.316,1.43332
18.317,1.3702
18.318,1.44685
18.319,1.38437
18.32,1.44266
18.321,1.38404
18.322,1.45393
18.323,1.3863
18.324,1.36826
18.325,1.37567
18.326,1.31609
18.327,1.40208
18.328,1.32092
18.329,1.25877
18.33,1.30933
18.331,1.31287
18.332,1.252
18.333,1.26263
18.334,1.21078
18.335,1.21722
18.336,1.17278
18.337,1.20531
18.338,1.10644
18.339,1.18727
18.34,1.06779
18.341,1.05008
18.342,1.05491
18.343,0.986954
18.344,1.01046
18.345,0.938968
18.346,0.966986
18.347,0.907729
18.348,0.926086
18.349,0.877456
18.35,0.90161
18.351,0.879066
18.352,0.872303
18.353,0.901288
18.354,0.843962
18.355,0.831402
18.356,0.869404
18.357,0.859421
18.358,0.907729
18.359,0.890016
18.36,0.922543
18.361,0.979224
18.362,0.871659
18.363,0.947663
18.364,0.858132
18.365,0.934137
18.366,0.898711
18.367,0.979546
18.368,0.986954
18.369,1.00467
18.37,1.00402
18.371,0.93768
18.372,0.957647
18.373,0.977292
18.374,1.00016
18.375,1.0417
18.376,1.08969
18.377,1.10515
18.378,1.15378
18.379,1.12672
18.38,1.13606
18.381,1.10321
18.382,1.2198
18.383,1.18856
18.384,1.29516
18.385,1.33735
18.386,1.34443
18.387,1.38888
18.388,1.34604
18.389,1.41335
18.39,1.37503
18.391,1.36537
18.392,1.37825
18.393,1.433
18.394,1.40111
18.395,1.51158
18.396,1.45586
18.397,1.47905
18.398,1.39693
18.399,1.40337
18.4,1.37438
18.401,1.32962
18.402,1.42076
18.403,1.38984
18.404,1.43686
18.405,1.39532
18.406,1.39403
18.407,1.33284
18.408,1.34379
18.409,1.28389
18.41,1.34604
18.411,1.2797
18.412,1.3338
18.413,1.31674
18.414,1.31674
18.415,1.23365
18.416,1.23815
18.417,1.17761
18.418,1.17471
18.419,1.19146
18.42,1.16022
18.421,1.18437
18.422,1.12576
18.423,1.12415
18.424,1.0388
18.425,1.07004
18.426,0.992751
18.427,1.04589
18.428,0.99114
18.429,0.9628
18.43,0.974071
18.431,0.955714
18.432,0.934459
18.433,0.907729
18.434,0.938002
18.435,0.909339
18.436,0.912559
18.437,0.874235
18.438,0.945409
18.439,0.868116
18.44,0.943799
18.441,0.850403
18.442,0.953138
18.443,0.90483
18.444,0.97858
18.445,0.976648
18.446,0.937035
18.447,1.01723
18.448,0.934459
18.449,1.00789
18.45,0.971173
18.451,1.01497
18.452,0.998225
18.453,0.996615
18.454,1.01529
18.455,1.06167
18.456,1.03494
18.457,1.09355
18.458,1.07745
18.459,1.14412
18.46,1.1644
18.461,1.2169
18.462,1.23268
18.463,1.19017
18.464,1.27261
18.465,1.22463
18.466,1.32962
18.467,1.26907
18.468,1.33574
18.469,1.2929
18.47,1.40884
18.471,1.43815
18.472,1.44008
18.473,1.48066
18.474,1.45329
18.475,1.46295
18.476,1.47486
18.477,1.50256
18.478,1.48163
18.479,1.52865
18.48,1.50063
18.481,1.54217
18.482,1.53702
18.483,1.54475
18.484,1.48581
18.485,1.50159
18.486,1.46327
18.487,1.50224
18.488,1.48292
18.489,1.44298
18.49,1.44459
18.491,1.41206
18.492,1.46134
18.493,1.38855
18.494,1.4272
18.495,1.35345
18.496,1.43364
18.497,1.37954
18.498,1.4082
18.499,1.33638
18.5,1.31674
18.501,1.22173
18.502,1.30643
18.503,1.22076
18.504,1.26263
18.505,1.19242
18.506,1.21175
18.507,1.20305
18.508,1.13961
18.509,1.1322
18.51,1.09903
18.511,1.0884
18.512,1.06876
18.513,1.1103
18.514,1.03269
18.515,1.0942
18.516,1.04074
18.517,1.0475
18.518,0.928984
18.519,1.01401
18.52,1.01948
18.521,1.03719
18.522,0.993717
18.523,0.974394
18.524,1.03591
18.525,0.995971
18.526,1.03011
18.527,1.00724
18.528,1.09226
18.529,1.03204
18.53,1.03494
18.531,1.08421
18.532,1.0971
18.533,1.10772
18.534,1.09388
18.535,1.12157
18.536,1.14379
18.537,1.13993
18.538,1.1264
18.539,1.20241
18.54,1.17793
18.541,1.27648
18.542,1.18791
18.543,1.271
18.544,1.22012
18.545,1.31029
18.546,1.32865
18.547,1.36955
18.548,1.38147
18.549,1.42011
18.55,1.48742
18.551,1.37116
18.552,1.38984
18.553,1.41657
18.554,1.53831
18.555,1.54314
18.556,1.54411
18.557,1.55312
18.558,1.61786
18.559,1.61657
18.56,1.63943
18.561,1.55151
18.562,1.61206
18.563,1.5834
18.564,1.65457
18.565,1.64008
18.566,1.61657
18.567,1.71479
18.568,1.60336
18.569,1.61174
18.57,1.53992
18.571,1.59982
18.572,1.56375
18.573,1.59692
18.574,1.62462
18.575,1.58984
18.576,1.6404
18.577,1.53702
18.578,1.55312
18.579,1.5032
18.58,1.47229
18.581,1.45522
18.582,1.45007
18.583,1.41561
18.584,1.41689
18.585,1.38147
18.586,1.41142
18.587,1.27906
18.588,1.33992
18.589,1.27326
18.59,1.3074
18.591,1.27745
18.592,1.24395
18.593,1.26199
18.594,1.20047
18.595,1.17568
18.596,1.13864
18.597,1.15668
18.598,1.10515
18.599,1.15249
18.6,1.07359
18.601,1.15474
18.602,1.08776
18.603,1.12866
18.604,1.04492
18.605,1.0826
18.606,1.05201
18.607,1.07809
18.608,1.0826
18.609,1.14315
18.61,1.21626
18.611,1.14476
18.612,1.1818
18.613,1.17954
18.614,1.18437
18.615,1.11288
18.616,1.21046
18.617,1.20692
18.618,1.25877
18.619,1.24524
18.62,1.27487
18.621,1.21497
18.622,1.24814
18.623,1.24009
18.624,1.31158
18.625,1.35409
18.626,1.37116
18.627,1.45908
18.628,1.43235
18.629,1.45876
18.63,1.44523
18.631,1.50063
18.632,1.47647
18.633,1.53863
18.634,1.54668
18.635,1.57148
18.636,1.5908
18.637,1.63331
18.638,1.66938
18.639,1.68291
18.64,1.68581
18.641,1.70449
18.642,1.71608
18.643,1.69869
18.644,1.77759
18.645,1.70835
18.646,1.75537
18.647,1.72252
18.648,1.78146
18.649,1.73605
18.65,1.70062
18.651,1.71898
18.652,1.7032
18.653,1.71673
18.654,1.6755
18.655,1.67196
18.656,1.68838
18.657,1.67518
18.658,1.63235
18.659,1.68484
18.66,1.63009
18.661,1.64652
18.662,1.5908
18.663,1.5995
18.664,1.55151
18.665,1.60626
18.666,1.54411
18.667,1.48903
18.668,1.49515
18.669,1.43106
18.67,1.46295
18.671,1.4024
18.672,1.3966
18.673,1.36859
18.674,1.40208
18.675,1.33541
18.676,1.3586
18.677,1.30192
18.678,1.28872
18.679,1.23751
18.68,1.24395
18.681,1.22109
18.682,1.19822
18.683,1.18791
18.684,1.2037
18.685,1.22721
18.686,1.14895
18.687,1.17117
18.688,1.12383
18.689,1.17085
18.69,1.10225
18.691,1.19725
18.692,1.17117
18.693,1.28099
18.694,1.24073
18.695,1.27165
18.696,1.33864
18.697,1.26811
18.698,1.26617
18.699,1.21368
18.7,1.3074
18.701,1.3177
18.702,1.32801
18.703,1.32575
18.704,1.36923
18.705,1.2826
18.706,1.35731
18.707,1.2855
18.708,1.39628
18.709,1.32318
18.71,1.46939
18.711,1.46778
18.712,1.49258
18.713,1.53863
18.714,1.56375
18.715,1.51866
18.716,1.58501
18.717,1.55409
18.718,1.6462
18.719,1.67647
18.72,1.66681
18.721,1.72703
18.722,1.73057
18.723,1.7631
18.724,1.71061
18.725,1.76181
18.726,1.7003
18.727,1.76181
18.728,1.73991
18.729,1.74635
18.73,1.77824
18.731,1.78629
18.732,1.80271
18.733,1.76858
18.734,1.76986
18.735,1.71544
18.736,1.73669
18.737,1.73508
18.738,1.80819
18.739,1.74764
18.74,1.78403
18.741,1.72027
18.742,1.64748
18.743,1.67067
18.744,1.63203
18.745,1.68935
18.746,1.64845
18.747,1.73186
18.748,1.64523
18.749,1.63428
18.75,1.57663
18.751,1.54572
18.752,1.48388
18.753,1.49773
18.754,1.42817
18.755,1.47358
18.756,1.47003
18.757,1.41142
18.758,1.3673
18.759,1.37503
18.76,1.33477
18.761,1.3293
18.762,1.30482
18.763,1.27551
18.764,1.32318
18.765,1.23429
18.766,1.26295
18.767,1.195
18.768,1.25297
18.769,1.17729
18.77,1.17793
18.771,1.16795
18.772,1.13896
18.773,1.20981
18.774,1.20144
18.775,1.21722
18.776,1.252
18.777,1.30707
18.778,1.27616
18.779,1.2607
18.78,1.24009
18.781,1.29645
18.782,1.22495
18.783,1.27261
18.784,1.24556
18.785,1.32994
18.786,1.28678
18.787,1.30321
18.788,1.35474
18.789,1.36859
18.79,1.43525
18.791,1.39822
18.792,1.4404
18.793,1.41883
18.794,1.45039
18.795,1.43751
18.796,1.51126
18.797,1.48002
18.798,1.61721
18.799,1.54829
18.8,1.63364
18.801,1.54475
18.802,1.63879
18.803,1.65682
18.804,1.67099
18.805,1.69708
18.806,1.67164
18.807,1.72671
18.808,1.68355
18.809,1.73154
18.81,1.72896
18.811,1.80078
18.812,1.75376
18.813,1.81753
18.814,1.74217
18.815,1.80851
18.816,1.7792
18.817,1.8098
18.818,1.74571
18.819,1.69064
18.82,1.73991
18.821,1.70578
18.822,1.70449
18.823,1.69676
18.824,1.71673
18.825,1.68838
18.826,1.65811
18.827,1.61947
18.828,1.65682
18.829,1.6565
18.83,1.6871
18.831,1.67969
18.832,1.63718
18.833,1.64684
18.834,1.48742
18.835,1.55248
18.836,1.45071
18.837,1.5309
18.838,1.46069
18.839,1.48292
18.84,1.42881
18.841,1.44652
18.842,1.4243
18.843,1.35087
18.844,1.3045
18.845,1.2739
18.846,1.2301
18.847,1.24814
18.848,1.23622
18.849,1.20853
18.85,1.24749
18.851,1.16569
18.852,1.24653
18.853,1.16279
18.854,1.176
18.855,1.15796
18.856,1.20917
18.857,1.22559
18.858,1.21658
18.859,1.24846
18.86,1.29065
18.861,1.23139
18.862,1.27197
18.863,1.27229
18.864,1.22753
18.865,1.27004
18.866,1.24943
18.867,1.34572
18.868,1.33284
18.869,1.35731
18.87,1.28389
18.871,1.29741
18.872,1.32865
18.873,1.34443
18.874,1.39725
18.875,1.41239
18.876,1.41464
18.877,1.41947
18.878,1.4623
18.879,1.45554
18.88,1.52253
18.881,1.51705
18.882,1.56311
18.883,1.57502
18.884,1.66938
18.885,1.60272
18.886,1.69998
18.887,1.65715
18.888,1.7354
18.889,1.71995
18.89,1.71093
18.891,1.7573
18.892,1.76536
18.893,1.84039
18.894,1.73991
18.895,1.77437
18.896,1.73122
18.897,1.81366
18.898,1.76503
18.899,1.82558
18.9,1.76793
18.901,1.78307
18.902,1.81914
18.903,1.70062
18.904,1.69805
18.905,1.77373
18.906,1.69837
18.907,1.69644
18.908,1.72123
18.909,1.69933
18.91,1.73991
18.911,1.66971
18.912,1.74378
18.913,1.63235
18.914,1.70964
18.915,1.61431
18.916,1.59596
18.917,1.55441
18.918,1.51383
18.919,1.56536
18.92,1.48034
18.921,1.4871
18.922,1.41206
18.923,1.41722
18.924,1.38147
18.925,1.38469
18.926,1.36408
18.927,1.37664
18.928,1.33155
18.929,1.3074
18.93,1.21142
18.931,1.2491
18.932,1.22559
18.933,1.21497
18.934,1.20692
18.935,1.17246
18.936,1.23815
18.937,1.17213
18.938,1.233
18.939,1.16537
18.94,1.19532
18.941,1.16215
18.942,1.22592
18.943,1.19049
18.944,1.21529
18.945,1.27004
18.946,1.19854
18.947,1.23848
18.948,1.17761
18.949,1.22785
18.95,1.22141
18.951,1.29484
18.952,1.3016
18.953,1.34862
18.954,1.36472
18.955,1.37889
18.956,1.32253
18.957,1.38662
18.958,1.34186
18.959,1.4024
18.96,1.42881
18.961,1.45071
18.962,1.51899
18.963,1.50675
18.964,1.54539
18.965,1.56021
18.966,1.63106
18.967,1.60046
18.968,1.66391
18.969,1.6214
18.97,1.68838
18.971,1.70256
18.972,1.74764
18.973,1.68033
18.974,1.71383
18.975,1.75827
18.976,1.7602
18.977,1.77308
18.978,1.70706
18.979,1.79144
18.98,1.74603
18.981,1.85489
18.982,1.76503
18.983,1.76246
18.984,1.73283
18.985,1.71608
18.986,1.69869
18.987,1.68871
18.988,1.7354
18.989,1.70835
18.99,1.69032
18.991,1.67872
18.992,1.7032
18.993,1.6594
18.994,1.7164
18.995,1.63943
18.996,1.72639
18.997,1.67744
18.998,1.61786
18.999,1.56472
19,1.55441
19.001,1.53477
19.002,1.52027
19.003,1.54314
19.004,1.48259
19.005,1.48742
19.006,1.4272
19.007,1.37664
19.008,1.39789
19.009,1.39274
19.01,1.36021
19.011,1.35989
19.012,1.29709
19.013,1.28936
19.014,1.24427
19.015,1.27841
19.016,1.16022
19.017,1.20498
19.018,1.1789
19.019,1.20659
19.02,1.19854
19.021,1.15829
19.022,1.18888
19.023,1.16795
19.024,1.18341
19.025,1.14186
19.026,1.21464
19.027,1.2111
19.028,1.22721
19.029,1.22785
19.03,1.26231
19.031,1.29419
19.032,1.22914
19.033,1.2359
19.034,1.24749
19.035,1.25136
19.036,1.28131
19.037,1.31126
19.038,1.2987
19.039,1.42849
19.04,1.32994
19.041,1.42817
19.042,1.3338
19.043,1.4272
19.044,1.39564
19.045,1.46424
19.046,1.50578
19.047,1.51158
19.048,1.57019
19.049,1.53605
19.05,1.57567
19.051,1.60594
19.052,1.63042
19.053,1.62236
19.054,1.65715
19.055,1.69611
19.056,1.75698
19.057,1.73444
19.058,1.76407
19.059,1.73025
19.06,1.79434
19.061,1.76439
19.062,1.79724
19.063,1.80787
19.064,1.84684
19.065,1.86648
19.066,1.77502
19.067,1.79305
19.068,1.66359
19.069,1.73154
19.07,1.65135
19.071,1.67228
19.072,1.6945
19.073,1.6623
19.074,1.71769
19.075,1.62945
19.076,1.64942
19.077,1.61141
19.078,1.64459
19.079,1.62784
19.08,1.62236
19.081,1.61882
19.082,1.64652
19.083,1.5615
19.084,1.58436
19.085,1.44813
19.086,1.49097
19.087,1.41045
19.088,1.44588
19.089,1.43235
19.09,1.40015
19.091,1.42559
19.092,1.36408
19.093,1.38984
19.094,1.3483
19.095,1.30257
19.096,1.25297
19.097,1.26005
19.098,1.20305
19.099,1.26199
19.1,1.20047
19.101,1.24943
19.102,1.18727
19.103,1.21336
19.104,1.14605
19.105,1.17503
19.106,1.19049
19.107,1.12962
19.108,1.18083
19.109,1.17374
19.11,1.21078
19.111,1.18791
19.112,1.24138
19.113,1.19371
19.114,1.25844
19.115,1.21593
19.116,1.2169
19.117,1.22334
19.118,1.25297
19.119,1.24653
19.12,1.28872
19.121,1.28485
19.122,1.30353
19.123,1.31609
19.124,1.34314
19.125,1.414
19.126,1.34765
19.127,1.47164
19.128,1.42784
19.129,1.47969
19.13,1.43783
19.131,1.52446
19.132,1.55022
19.133,1.60465
19.134,1.58372
19.135,1.61367
19.136,1.57792
19.137,1.63943
19.138,1.6681
19.139,1.68484
19.14,1.71801
19.141,1.73476
19.142,1.79112
19.143,1.73863
19.144,1.80593
19.145,1.75698
19.146,1.87035
19.147,1.77341
19.148,1.82043
19.149,1.77566
19.15,1.73025
19.151,1.78854
19.152,1.67937
19.153,1.77147
19.154,1.71093
19.155,1.69289
19.156,1.72381
19.157,1.71286
19.158,1.73476
19.159,1.66391
19.16,1.68871
19.161,1.67357
19.162,1.60175
19.163,1.66874
19.164,1.6156
19.165,1.57921
19.166,1.60111
19.167,1.50932
19.168,1.58694
19.169,1.46102
19.17,1.47261
19.171,1.40305
19.172,1.48066
19.173,1.40337
19.174,1.39499
19.175,1.36504
19.176,1.3805
19.177,1.31931
19.178,1.29033
19.179,1.22237
19.18,1.22688
19.181,1.22237
19.182,1.22205
19.183,1.21497
19.184,1.1731
19.185,1.26102
19.186,1.18791
19.187,1.22237
19.188,1.15668
19.189,1.18308
19.19,1.16505
19.191,1.23429
19.192,1.23783
19.193,1.23783
19.194,1.29484
19.195,1.27616
19.196,1.25973
19.197,1.19822
19.198,1.2388
19.199,1.15829
19.2,1.24814
19.201,1.23687
19.202,1.32543
19.203,1.32769
19.204,1.28872
19.205,1.26682
19.206,1.32382
19.207,1.32511
19.208,1.3425
19.209,1.37342
19.21,1.40852
19.211,1.46842
19.212,1.47068
19.213,1.49419
19.214,1.42945
19.215,1.5206
19.216,1.55473
19.217,1.62881
19.218,1.60014
19.219,1.64362
19.22,1.65876
19.221,1.70513
19.222,1.66294
19.223,1.69257
19.224,1.69901
19.225,1.74152
19.226,1.76536
19.227,1.73959
19.228,1.81785
19.229,1.78049
19.23,1.79724
19.231,1.72284
19.232,1.77051
19.233,1.75247
19.234,1.76922
19.235,1.71222
19.236,1.72381
19.237,1.76085
19.238,1.71705
19.239,1.71673
19.24,1.68516
19.241,1.68388
19.242,1.66681
19.243,1.72156
19.244,1.64748
19.245,1.69966
19.246,1.65811
19.247,1.6594
19.248,1.59274
19.249,1.58629
19.25,1.53605
19.251,1.52156
19.252,1.55055
19.253,1.46971
19.254,1.52543
19.255,1.48903
19.256,1.43976
19.257,1.37954
19.258,1.37857
19.259,1.32511
19.26,1.36665
19.261,1.31319
19.262,1.30643
19.263,1.29097
19.264,1.25265
19.265,1.24234
19.266,1.23461
19.267,1.22366
19.268,1.22044
19.269,1.23815
19.27,1.21014
19.271,1.26456
19.272,1.14605
19.273,1.23944
19.274,1.17793
19.275,1.25651
19.276,1.12672
19.277,1.24588
19.278,1.2446
19.279,1.24331
19.28,1.28421
19.281,1.24878
19.282,1.31062
19.283,1.271
19.284,1.27261
19.285,1.31674
19.286,1.31319
19.287,1.26231
19.288,1.33123
19.289,1.29387
19.29,1.414
19.291,1.35892
19.292,1.43235
19.293,1.38018
19.294,1.45039
19.295,1.49902
19.296,1.47261
19.297,1.57824
19.298,1.52993
19.299,1.59918
19.3,1.6156
19.301,1.59145
19.302,1.58694
19.303,1.66971
19.304,1.68967
19.305,1.74539
19.306,1.65489
19.307,1.68001
19.308,1.69579
19.309,1.76664
19.31,1.7193
19.311,1.74925
19.312,1.73798
19.313,1.72059
19.314,1.78822
19.315,1.75086
19.316,1.77373
19.317,1.71479
19.318,1.80239
19.319,1.69869
19.32,1.76085
19.321,1.68613
19.322,1.73057
19.323,1.71544
19.324,1.71189
19.325,1.75634
19.326,1.67905
19.327,1.71705
19.328,1.65876
19.329,1.6813
19.33,1.62881
19.331,1.64265
19.332,1.61914
19.333,1.60497
19.334,1.53541
19.335,1.57567
19.336,1.47358
19.337,1.49998
19.338,1.46069
19.339,1.43139
19.34,1.45812
19.341,1.35957
19.342,1.36987
19.343,1.26843
19.344,1.29999
19.345,1.24556
19.346,1.26231
19.347,1.23429
19.348,1.21432
19.349,1.21593
19.35,1.22109
19.351,1.15571
19.352,1.20659
19.353,1.20724
19.354,1.20498
19.355,1.23204
19.356,1.19146
19.357,1.28002
19.358,1.22463
19.359,1.28131
19.36,1.2198
19.361,1.25458
19.362,1.25877
19.363,1.27229
19.364,1.30192
19.365,1.31448
19.366,1.32092
19.367,1.31352
19.368,1.32414
19.369,1.30192
19.37,1.3206
19.371,1.29162
19.372,1.39499
19.373,1.37245
19.374,1.47358
19.375,1.42205
19.376,1.47036
19.377,1.39757
19.378,1.46617
19.379,1.42559
19.38,1.50031
19.381,1.53477
19.382,1.55924
19.383,1.59048
19.384,1.57695
19.385,1.56375
19.386,1.59853
19.387,1.62623
19.388,1.65843
19.389,1.71061
19.39,1.65811
19.391,1.75666
19.392,1.75215
19.393,1.77437
19.394,1.7309
19.395,1.78919
19.396,1.71286
19.397,1.75473
19.398,1.76471
19.399,1.7441
19.4,1.77759
19.401,1.70256
19.402,1.76052
19.403,1.66198
19.404,1.69869
19.405,1.68484
19.406,1.71061
19.407,1.7354
19.408,1.68098
19.409,1.75086
19.41,1.73315
19.411,1.65586
19.412,1.65747
19.413,1.63718
19.414,1.61753
19.415,1.63879
19.416,1.59435
19.417,1.65779
19.418,1.55216
19.419,1.58662
19.42,1.45071
19.421,1.4739
19.422,1.41367
19.423,1.39532
19.424,1.38243
19.425,1.34379
19.426,1.38082
19.427,1.30096
19.428,1.33831
19.429,1.29129
19.43,1.26456
19.431,1.23815
19.432,1.25394
19.433,1.21207
19.434,1.21819
19.435,1.24331
19.436,1.22463
19.437,1.17729
19.438,1.21175
19.439,1.19049
19.44,1.20563
19.441,1.20047
19.442,1.195
19.443,1.24105
19.444,1.25039
19.445,1.25265
19.446,1.22946
19.447,1.3557
19.448,1.23429
19.449,1.27841
19.45,1.28646
19.451,1.27068
19.452,1.31963
19.453,1.2549
19.454,1.32704
19.455,1.2987
19.456,1.37471
19.457,1.36794
19.458,1.41593
19.459,1.36665
19.46,1.46327
19.461,1.43139
19.462,1.509
19.463,1.44137
19.464,1.53831
19.465,1.51995
19.466,1.56407
19.467,1.58726
19.468,1.59145
19.469,1.6433
19.47,1.6652
19.471,1.66037
19.472,1.66359
19.473,1.69354
19.474,1.70803
19.475,1.73025
19.476,1.71479
19.477,1.75022
19.478,1.74668
19.479,1.76375
19.48,1.72188
19.481,1.81302
19.482,1.77051
19.483,1.75312
19.484,1.74378
19.485,1.73186
19.486,1.80529
19.487,1.70964
19.488,1.72445
19.489,1.69772
19.49,1.72188
19.491,1.66133
19.492,1.68066
19.493,1.69644
19.494,1.6317
19.495,1.6813
19.496,1.6317
19.497,1.65779
19.498,1.61657
